ИндексОПС;Доставочный уч.;Улица;Дом ;Номер подъезда;Кол-во квартир
398036;ДУ-7;Шубина;Дом 14;Подъезд-2;Квартир-38
398036;ДУ-7;Шубина;Дом 14;Подъезд-3;Квартир-58
398036;ДУ-6;Шубина;Дом 8А;Подъезд-1;Квартир-40
398036;ДУ-6;Шубина;Дом 8А;Подъезд-2;Квартир-80
398036;ДУ-6;Шубина;Дом 8А;Подъезд-3;Квартир-120
398036;ДУ-6;Шубина;Дом 5;Подъезд-1;Квартир-40
398036;ДУ-6;Шубина;Дом 5;Подъезд-2;Квартир-80
398036;ДУ-6;Шубина;Дом 2 А;Подъезд-;Квартир-
398036;ДУ-6;Шубина;Дом 2 Б;Подъезд-;Квартир-
398036;ДУ-6;Шубина;Дом 2 В;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 1;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 3;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 4;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 5;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 6;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 7;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 8;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 9;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 10;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 11;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 12;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 13;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 14;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 15;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 16;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 17;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 18;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 19;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 20;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 21;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 22;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 23;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 24;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 25;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 26;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 27;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 28;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 29;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 30;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 31;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 32;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 33;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 34;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 35;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 36;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 37;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 38;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 39;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 40;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 41;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 42;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 43;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 44;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 45;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 46;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 47;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 48;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 49;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 50;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 28 к.1;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 52;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 31 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 54;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 35 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 56;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 43 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 58;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 58 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 60;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 62 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 62;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 64 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 64;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 45А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 2 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 4 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 5 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 9 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 11 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 11А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 12 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 18 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 19 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 20 к.2;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 24 к.1;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 26А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 21 А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 41 А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом 62 А;Подъезд-;Квартир-
398020;ДУ-4;Щорса;Дом стр.3;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1/1;Подъезд-1;Квартир-52
398007;ДУ-9;Ф. Энгельса;Дом 1/2;Подъезд-1;Квартир-67
398007;ДУ-9;Ф. Энгельса;Дом 1/3;Подъезд-1;Квартир-9
398007;ДУ-9;Ф. Энгельса;Дом 3;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 3А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 3/1;Подъезд-1;Квартир-7
398007;ДУ-9;Ф. Энгельса;Дом 3/2;Подъезд-1;Квартир-70
398007;ДУ-9;Ф. Энгельса;Дом 5;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 5В;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 5А;Подъезд-1;Квартир-20
398007;ДУ-9;Ф. Энгельса;Дом 5А;Подъезд-2;Квартир-40
398007;ДУ-9;Ф. Энгельса;Дом 5А;Подъезд-3;Квартир-60
398007;ДУ-9;Ф. Энгельса;Дом 5Б;Подъезд-1;Квартир-18
398007;ДУ-9;Ф. Энгельса;Дом 5Б;Подъезд-2;Квартир-31
398007;ДУ-9;Ф. Энгельса;Дом 7А;Подъезд-1;Квартир-10
398007;ДУ-9;Ф. Энгельса;Дом 7А;Подъезд-2;Квартир-20
398007;ДУ-9;Ф. Энгельса;Дом 7А;Подъезд-3;Квартир-30
398007;ДУ-9;Ф. Энгельса;Дом 7А;Подъезд-4;Квартир-40
398007;ДУ-9;Ф. Энгельса;Дом 9;Подъезд-1;Квартир-2
398007;ДУ-9;Ф. Энгельса;Дом 11;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 11А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 11Б;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 11В;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 15А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 15Б;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 17;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 19;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 21;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 23;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 25;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 27;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 2;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 4;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 6;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 8А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 8;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 10;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 12;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 13;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 14;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 15;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 16;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 18;Подъезд-1;Квартир-2
398007;ДУ-9;Ф. Энгельса;Дом 20;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 22;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 24;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 26;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 28;Подъезд-1;Квартир-2
398007;ДУ-9;Ф. Энгельса;Дом 30;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 32;Подъезд-1;Квартир-2
398007;ДУ-9;Ф. Энгельса;Дом 34А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36/А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36/Б;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 38;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 38А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 40;Подъезд-1;Квартир-3
398007;ДУ-9;Ф. Энгельса;Дом 40А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 42;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 44;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 46;Подъезд-1;Квартир-3
398007;ДУ-9;Ф. Энгельса;Дом 46А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 48;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 50;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 52;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 54;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 56;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 56А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 58;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 60;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 62;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 64;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 66;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 68;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 70;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 72;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 74;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 76;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 78;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 80;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 82;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 11 к.1;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 34;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36/В;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1 В;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36 А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 36 В;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 9 А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1 Б;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1 А;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1 Г  /106;Подъезд-;Квартир-
398007;ДУ-9;Ф. Энгельса;Дом 1 Г  /52;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 1;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 2;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 3;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 4;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 5;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 6;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 7;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 8;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 9;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 10;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 11;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 12;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 13;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 14;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 15;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 16;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 17;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 18;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 19;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 20;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 21;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 22;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 23;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 24;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 25;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 26;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 27;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 28;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 29;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 30;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 31;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 32;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 33;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 34;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 35;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 36;Подъезд-;Квартир-
398020;ДУ-3;Энергетическая;Дом 37;Подъезд-;Квартир-
