ИндексОПС;Доставочный уч.;Улица;Дом ;Номер подъезда;Кол-во квартир
398024;ДУ-1;Чкалова;Дом 18;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 20;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 22;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 24;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 26;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 28;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 30;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 32;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 34;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 36;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 38;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 40;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 42;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 44;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 46;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 48;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 50;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 52;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 19;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 21;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 23;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 25;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 27;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 29;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 31;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 33;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 35;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 37;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 39;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 41;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 43;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 45;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 47;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 49;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 51;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 2А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 16А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 22А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 24А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 30А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 31А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 29А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 29Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 29В;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 33А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 37А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 37Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 37В;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 41А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 41Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 43А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 45А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 45Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 50А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 50Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 49А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 49Б;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 1;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 3;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 5;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 7;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 9;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 11;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 13;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 15;Подъезд-;Квартир-
398024;ДУ-7;Чкалова;Дом 17;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 11 А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 2 Б;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 38 А;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 54;Подъезд-;Квартир-
398024;ДУ-1;Чкалова;Дом 56;Подъезд-;Квартир-
398026;ДУ-4;ст. Чугун;Дом 1;Подъезд-;Квартир-
398026;ДУ-4;Чугунный;Дом 5;Подъезд-;Квартир-
398026;ДУ-4;Чугунный;Дом 6;Подъезд-;Квартир-
398026;ДУ-4;Чугунный;Дом 9;Подъезд-;Квартир-
398026;ДУ-4;Чугунный;Дом 11;Подъезд-;Квартир-
398026;ДУ-4;Чугунный;Дом 1;Подъезд-;Квартир-
398006;ДУ-5;К. Шаталовой;Дом 2;Подъезд-;Квартир-1
398006;ДУ-5;К. Шаталовой;Дом 2А;Подъезд-;Квартир-16
398006;ДУ-5;К. Шаталовой;Дом 3;Подъезд-;Квартир-16
398006;ДУ-5;К. Шаталовой;Дом 4;Подъезд-;Квартир-1
398006;ДУ-5;К. Шаталовой;Дом 10;Подъезд-;Квартир-33
398006;ДУ-5;К. Шаталовой;Дом 10А;Подъезд-;Квартир-16
398006;ДУ-5;К. Шаталовой;Дом 1;Подъезд-;Квартир-16
398006;ДУ-6;К. Шаталовой;Дом 11;Подъезд-;Квартир-60
398006;ДУ-5;К. Шаталовой;Дом 7;Подъезд-;Квартир-
398006;ДУ-6;К. Шаталовой;Дом 12;Подъезд-;Квартир-
398006;ДУ-5;К. Шаталовой;Дом 9;Подъезд-;Квартир-
398006;ДУ-5;К. Шаталовой;Дом 8;Подъезд-;Квартир-
398006;ДУ-5;К. Шаталовой;Дом 6;Подъезд-;Квартир-
398006;ДУ-6;К. Шаталовой;Дом 15;Подъезд-;Квартир-
398006;ДУ-6;К. Шаталовой;Дом 9 А;Подъезд-;Квартир-8
398006;ДУ-6;К. Шаталовой;Дом 11 А;Подъезд-;Квартир-44
398006;ДУ-5;К. Шаталовой;Дом 5;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 1;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 2;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 3;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 4;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 5;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 6;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 7;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 8;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 9;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 10;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 11;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 12;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 13;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 14;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 15;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 16;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 17;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 18;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 19;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 20;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 21;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 1А;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 3А;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 9А;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 11А;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 15А;Подъезд-;Квартир-
398006;ДУ-1;Л. Шевцовой;Дом 17А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 41;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 16;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 1;Подъезд-1;Квартир-36
398002;ДУ-6;Шевченко;Дом 1;Подъезд-2;Квартир-72
398002;ДУ-6;Шевченко;Дом 4;Подъезд-1;Квартир-40
398002;ДУ-6;Шевченко;Дом 4;Подъезд-2;Квартир-90
398002;ДУ-6;Шевченко;Дом 4;Подъезд-3;Квартир-130
398002;ДУ-6;Шевченко;Дом 4;Подъезд-4;Квартир-154
398002;ДУ-6;Шевченко;Дом 4;Подъезд-5;Квартир-210
398002;ДУ-6;Шевченко;Дом 4;Подъезд-6;Квартир-260
398002;ДУ-5;Шевченко;Дом 64;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 66;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 67;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 68;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 69;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 70;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 72;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 73;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 74;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 76;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 77;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 78;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 79;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 80;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 81;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 82;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 84;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 91;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 92;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 93;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 94;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 95;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 96;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 97;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 98;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 100;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 101;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 102;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 103;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 104;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 104А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 23;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 25;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 27;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 29;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 31;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 33;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 35;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 37;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 39;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 43;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 47;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 49;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 51;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 55;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 57;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 65;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 71;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 75;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 83;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 83А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 85;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 86;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 87;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 88;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 89;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 90;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 99;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 105;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 106;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 107;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 108;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 109;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 110;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 111;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 112;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 113;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 114;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 115;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 116;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 117;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 119;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 121;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 5;Подъезд-1;Квартир-40
398002;ДУ-6;Шевченко;Дом 5;Подъезд-2;Квартир-79
398002;ДУ-6;Шевченко;Дом 5;Подъезд-3;Квартир-120
398002;ДУ-5;Шевченко;Дом 18;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 20;Подъезд-;Квартир-20
398002;ДУ-5;Шевченко;Дом 22;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 22/2;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 23/2;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 24;Подъезд-;Квартир-1
398002;ДУ-5;Шевченко;Дом 26;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 28;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 30;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 32;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 34;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 36;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 36А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 38;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 40;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 42;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 44;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 45;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 46;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 48;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 50;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 52;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 53;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 54;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 56;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 58;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 59;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 60;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 61;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 62;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 63;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 67 А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 73 А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 84 А;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 30 А;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 113 А;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 14;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 1 стр.1;Подъезд-;Квартир-
398002;ДУ-6;Шевченко;Дом 7;Подъезд-;Квартир-
398002;ДУ-5;Шевченко;Дом 22 А;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 1;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 2;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 3;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 4;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 5;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 1А;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 1Д;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 6;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 7;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 8;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 9;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 10;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 11;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 12;Подъезд-;Квартир-
398026;ДУ-4;Щепкина;Дом 5 А;Подъезд-;Квартир-
398002;ДУ-5;Шишкина;Дом 8;Подъезд-;Квартир-
398002;ДУ-5;Шишкина;Дом 10;Подъезд-;Квартир-
398002;ДУ-6;Шишкина;Дом 1/2;Подъезд-;Квартир-2
398002;ДУ-6;Шишкина;Дом 1Б;Подъезд-1;Квартир-2
398002;ДУ-5;Шишкина;Дом 2;Подъезд-;Квартир-
398002;ДУ-5;Шишкина;Дом 4;Подъезд-;Квартир-
398002;ДУ-6;Шишкина;Дом 1;Подъезд-;Квартир-
398002;ДУ-6;Шишкина;Дом 1А;Подъезд-1;Квартир-45
398002;ДУ-5;Шишкина;Дом 5;Подъезд-;Квартир-
398002;ДУ-5;Шишкина;Дом 6;Подъезд-;Квартир-
398002;ДУ-5;Шишкина;Дом 3;Подъезд-;Квартир-
398002;ДУ-6;Шишкина;Дом 7;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом 16;Подъезд-1;Квартир-3
398020;ДУ-7;Шкатова;Дом 24;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом 22;Подъезд-1;Квартир-2
398020;ДУ-7;Шкатова;Дом 21;Подъезд-1;Квартир-4
398020;ДУ-7;Шкатова;Дом 20;Подъезд-1;Квартир-3
398020;ДУ-7;Шкатова;Дом 19;Подъезд-1;Квартир-2
398020;ДУ-7;Шкатова;Дом 18;Подъезд-1;Квартир-2
398020;ДУ-7;Шкатова;Дом 17;Подъезд-1;Квартир-4
398020;ДУ-6;Шкатова;Дом 4;Подъезд-1;Квартир-40
398020;ДУ-6;Шкатова;Дом 4;Подъезд-2;Квартир-80
398020;ДУ-6;Шкатова;Дом 4;Подъезд-3;Квартир-93
398020;ДУ-6;Шкатова;Дом 4;Подъезд-4;Квартир-160
398020;ДУ-4;Шкатова;Дом 1;Подъезд-2;Квартир-28
398020;ДУ-4;Шкатова;Дом 1;Подъезд-3;Квартир-40
398020;ДУ-4;Шкатова;Дом 1;Подъезд-4;Квартир-56
398020;ДУ-4;Шкатова;Дом 1;Подъезд-1;Квартир-16
398020;ДУ-4;Шкатова;Дом 7;Подъезд-1;Квартир-16
398020;ДУ-4;Шкатова;Дом 7;Подъезд-2;Квартир-32
398020;ДУ-7;Шкатова;Дом 26;Подъезд-1;Квартир-36
398020;ДУ-7;Шкатова;Дом 26;Подъезд-2;Квартир-57
398020;ДУ-7;Шкатова;Дом 26;Подъезд-3;Квартир-118
398020;ДУ-7;Шкатова;Дом 25;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом 23;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом 3;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом 30;Подъезд-;Квартир-
398020;ДУ-7;Шкатова;Дом А    стр.28;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 1;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 2;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 3;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 4;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 5;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 6;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 7;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 8;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 9;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 10;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 11;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 12;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 13;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 14;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 15;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 16;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 18;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 20;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 22;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 24;Подъезд-;Квартир-90
398059;ДУ-1;Школьная;Дом 26;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 28;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 11 А;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 9 А;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 11 Б;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 14 А;Подъезд-;Квартир-
398059;ДУ-1;Школьная;Дом 3 А;Подъезд-;Квартир-
398059;ДУ-1;Шмидта;Дом 26;Подъезд-;Квартир-
398059;ДУ-1;Шмидта;Дом 20;Подъезд-;Квартир-
398059;ДУ-1;Шмидта;Дом 22;Подъезд-;Квартир-
398059;ДУ-1;Шмидта;Дом 25;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 11;Подъезд-1;Квартир-40
398036;ДУ-7;Шубина;Дом 9А;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 15;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 16;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 13А;Подъезд-1;Квартир-23
398036;ДУ-6;Шубина;Дом 8Б;Подъезд-;Квартир-
398036;ДУ-6;Шубина;Дом 5А;Подъезд-;Квартир-
398036;ДУ-8;Шубина;Дом 19;Подъезд-5;Квартир-147
398036;ДУ-8;Шубина;Дом 19;Подъезд-6;Квартир-211
398036;ДУ-8;Шубина;Дом 19;Подъезд-1;Квартир-36
398036;ДУ-8;Шубина;Дом 19;Подъезд-2;Квартир-67
398036;ДУ-8;Шубина;Дом 19;Подъезд-3;Квартир-103
398036;ДУ-8;Шубина;Дом 19;Подъезд-4;Квартир-139
398036;ДУ-8;Шубина;Дом 17;Подъезд-1;Квартир-36
398036;ДУ-8;Шубина;Дом 17;Подъезд-2;Квартир-72
398036;ДУ-8;Шубина;Дом 17;Подъезд-3;Квартир-108
398036;ДУ-8;Шубина;Дом 18;Подъезд-1;Квартир-20
398036;ДУ-8;Шубина;Дом 18;Подъезд-2;Квартир-25
398036;ДУ-8;Шубина;Дом 18;Подъезд-3;Квартир-59
398036;ДУ-8;Шубина;Дом 20;Подъезд-1;Квартир-12
398036;ДУ-8;Шубина;Дом 20;Подъезд-2;Квартир-20
398036;ДУ-8;Шубина;Дом 20;Подъезд-3;Квартир-32
398036;ДУ-8;Шубина;Дом 20;Подъезд-4;Квартир-42
398036;ДУ-6;Шубина;Дом 2;Подъезд-1;Квартир-36
398036;ДУ-6;Шубина;Дом 2;Подъезд-2;Квартир-47
398036;ДУ-6;Шубина;Дом 2;Подъезд-3;Квартир-108
398036;ДУ-7;Шубина;Дом 7;Подъезд-1;Квартир-39
398036;ДУ-7;Шубина;Дом 7;Подъезд-2;Квартир-78
398036;ДУ-7;Шубина;Дом 7А;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 9;Подъезд-1;Квартир-40
398036;ДУ-7;Шубина;Дом 9;Подъезд-2;Квартир-59
398036;ДУ-7;Шубина;Дом 9;Подъезд-3;Квартир-118
398036;ДУ-7;Шубина;Дом 9;Подъезд-4;Квартир-120
398036;ДУ-7;Шубина;Дом 10;Подъезд-1;Квартир-10
398036;ДУ-7;Шубина;Дом 10;Подъезд-2;Квартир-38
398036;ДУ-7;Шубина;Дом 10;Подъезд-3;Квартир-58
398036;ДУ-7;Шубина;Дом 12;Подъезд-1;Квартир-18
398036;ДУ-7;Шубина;Дом 12;Подъезд-2;Квартир-26
398036;ДУ-7;Шубина;Дом 12;Подъезд-3;Квартир-43
398036;ДУ-6;Шубина;Дом 3;Подъезд-1;Квартир-40
398036;ДУ-6;Шубина;Дом 3;Подъезд-2;Квартир-80
398036;ДУ-6;Шубина;Дом 4;Подъезд-1;Квартир-13
398036;ДУ-6;Шубина;Дом 4;Подъезд-2;Квартир-25
398036;ДУ-6;Шубина;Дом 4;Подъезд-3;Квартир-35
398036;ДУ-6;Шубина;Дом 4;Подъезд-4;Квартир-47
398036;ДУ-7;Шубина;Дом 12А;Подъезд-;Квартир-
398036;ДУ-7;Шубина;Дом 13;Подъезд-1;Квартир-40
398036;ДУ-7;Шубина;Дом 13;Подъезд-2;Квартир-49
398036;ДУ-7;Шубина;Дом 13;Подъезд-3;Квартир-120
398036;ДУ-7;Шубина;Дом 13;Подъезд-4;Квартир-160
398036;ДУ-6;Шубина;Дом 6;Подъезд-1;Квартир-19
398036;ДУ-6;Шубина;Дом 6;Подъезд-2;Квартир-38
398036;ДУ-6;Шубина;Дом 6;Подъезд-3;Квартир-57
398036;ДУ-6;Шубина;Дом 8;Подъезд-1;Квартир-40
398036;ДУ-6;Шубина;Дом 8;Подъезд-2;Квартир-65
398036;ДУ-6;Шубина;Дом 8;Подъезд-3;Квартир-120
398036;ДУ-7;Шубина;Дом 14;Подъезд-1;Квартир-19
